# literal_census.py --freq-out -- commit 1edd6c5eb643d9b3b0c559ff686c35ecfb645493 -- generated 2026-09-17 -- rows 5149
kind	literal	count	distinct_files	sample_files
STR	"# `order` is 1-based, dense per row (this row's Nth "	1	1	src/parse/syntax_dump.c
STR	"# `predicate` is the option-scope tag's OWN NAME (a closed, "	1	1	src/parse/syntax_dump.c
STR	"# `syntax` is a valid probe pattern for the construct.\n"	1	1	src/parse/syntax_dump.c
STR	"# `variants`, `cases` (one row per `m`/`n`/`ms`/`ns`/`mc`/`gu`/`g`/\n"	1	1	src/parse/rxt_source.c
STR	"# a `pattern` line is rest-of-line verbatim and may contain a TAB.\n"	1	1	src/parse/rxt_source.c
STR	"# anchor: the docs/spec/limits.md section this number is\n"	1	1	src/parse/limits_dump.c
STR	"# and needs no other keyword knowledge. See rxt_format.md's lexical\n"	1	1	src/parse/schema_dump.c
STR	"# bytes, re-escaped in this same vocabulary. Both deliver the same\n"	1	1	src/parse/rxt_source.c
STR	"# bytes; `esc` says which spelling wrote them.\n"	1	1	src/parse/rxt_source.c
STR	"# canonical one first when it is itself a row.\n"	1	1	src/parse/syntax_dump.c
STR	"# cardinality: one | at-most-one | repeat | accumulate.\n"	1	1	src/parse/schema_dump.c
STR	"# carry a column, which is why this is a section and not a wider\n"	1	1	src/parse/schema_dump.c
STR	"# cell.\n"	1	1	src/parse/schema_dump.c
STR	"# children: what may be INDENTED under the line — none, prose (the\n"	1	1	src/parse/schema_dump.c
STR	"# cli_flag: the -f/-fno-/--engine= spelling, empty for a candidate\n"	1	1	src/parse/axes_dump.c
STR	"# constraints: `;`-separated, each `<kind> [argument]` from the\n"	1	1	src/parse/schema_dump.c
STR	"# contents are dumped faithfully and interpreted by nothing here,\n"	1	1	src/parse/rxt_source.c
STR	"# counterpart. `--list-source --resolved` is named and unbuilt.\n"	1	1	src/parse/rxt_source.c
STR	"# define __has_attribute(x) 0\n"	1	1	src/gen/emit_dfa.c
STR	"# deliberately does NOT validate, and why. Two of the four are also\n"	1	1	src/parse/schema_dump.c
STR	"# deny_macro/deny_bit, force_macro/force_bit: the PCREC_NO_*/\n"	1	1	src/parse/axes_dump.c
STR	"# differential compares.\n"	1	1	src/parse/rxt_source.c
STR	"# disambiguated by column 19 (`esc`): for a `pattern` block it is\n"	1	1	src/parse/rxt_source.c
STR	"# docs/spec/table_contract.md; the SEVENTH registry dump,\n"	1	1	src/parse/schema_dump.c
STR	"# empty when none exists — axis B's own missing deny flag is a named\n"	1	1	src/parse/axes_dump.c
STR	"# finding (docs/design/emitter_form.md §3), not an omission here.\n"	1	1	src/parse/axes_dump.c
STR	"# for a name that table does not have.\n"	1	1	src/parse/syntax_dump.c
STR	"# format_design.md §2.27). No section row's field 1 (always the\n"	1	1	src/parse/rxt_source.c
STR	"# head ends at the first `pattern` row, so a head row is exactly one\n"	1	1	src/parse/rxt_source.c
STR	"# identity and its own line in --list-syntax (R6).\n"	1	1	src/parse/syntax_dump.c
STR	"# if EVERY member does. `members` lists every spelling, the\n"	1	1	src/parse/syntax_dump.c
STR	"# implements — pcrec implements none of these yet.\n"	1	1	src/parse/syntax_dump.c
STR	"# integer `line`) can equal a main-table `kind` token.\n"	1	1	src/parse/rxt_source.c
STR	"# its `family` column if set and its own `syntax` otherwise.\n"	1	1	src/parse/syntax_dump.c
STR	"# kind: \"compile budget\" (bounds the COMPILER's own analysis or\n"	1	1	src/parse/limits_dump.c
STR	"# kind: \"list\" — a real candidate-list-of-objects exists in\n"	1	1	src/parse/axes_dump.c
STR	"# magnitude ceiling.\n"	1	1	src/parse/limits_dump.c
STR	"# name byte; `table` is which, and `unknown` is what pcrec says\n"	1	1	src/parse/syntax_dump.c
STR	"# other two are whole-file or content questions with no row to\n"	1	1	src/parse/schema_dump.c
STR	"# override: \"flag\" (a CLI flag or pcrec_options field moves it per\n"	1	1	src/parse/limits_dump.c
STR	"# pcrec --list-source: the .rxt SOURCE file AS WRITTEN (DD-13b W1).\n"	1	1	src/parse/rxt_source.c
STR	"# pcrec .rxt FORMAT SCHEMA (docs/spec/rxt_format.md,\n"	1	1	src/parse/schema_dump.c
STR	"# pcrec definitions table (D85, docs/design/definitions_table.md). "	1	1	src/parse/syntax_dump.c
STR	"# pcrec numeric-limits registry (docs/spec/table_contract.md, the\n"	1	1	src/parse/limits_dump.c
STR	"# pcrec optimization-axis registry (docs/spec/registry.md, the FOURTH\n"	1	1	src/parse/axes_dump.c
STR	"# pcrec syntax FAMILIES (D71 item 3): one line per family,\n"	1	1	src/parse/syntax_dump.c
STR	"# pcrec syntax construct registry (D24). Empty field = none.\n"	1	1	src/parse/syntax_dump.c
STR	"# pcrec verb-name tables for the `(*` doorway (Q1, D25).\n"	1	1	src/parse/syntax_dump.c
STR	"# preceding it — a property of the ORDER, which is what the parse\n"	1	1	src/parse/rxt_source.c
STR	"# reached only as a fallback.\n"	1	1	src/parse/axes_dump.c
STR	"# reported through and the value it takes when chosen — empty when no\n"	1	1	src/parse/axes_dump.c
STR	"# resolved dump would compare pcrec's resolver against no\n"	1	1	src/parse/rxt_source.c
STR	"# rows above — `scope`/`kind` here is the join back to them; the\n"	1	1	src/parse/schema_dump.c
STR	"# rules for what each one does.\n"	1	1	src/parse/schema_dump.c
STR	"# schema-rows: %zu\n"	1	1	src/parse/schema_dump.c
STR	"# separate queries: a generic reader that wants to recover a file's\n"	1	1	src/parse/schema_dump.c
STR	"# source: format (pcrec declares the row) | file (a `vocabulary`\n"	1	1	src/parse/schema_dump.c
STR	"# src/core/limits.def, in the table's own order.\n"	1	1	src/parse/limits_dump.c
STR	"# src/parse/rxt_schema.def — the same table the parser enforces.\n"	1	1	src/parse/schema_dump.c
STR	"# stamp is a NUMBER rather than a named value).\n"	1	1	src/parse/axes_dump.c
STR	"# stamp_macro/stamp_value: the emitted #define this candidate is\n"	1	1	src/parse/axes_dump.c
STR	"# such macro exists (axes C/D/E/F; the activity-count axes, whose\n"	1	1	src/parse/axes_dump.c
STR	"# the .rxt format's own subject-escape vocabulary (\\t \\n \\r \\\\ \\xNN):\n"	1	1	src/parse/rxt_source.c
STR	"# the line's bytes verbatim; for `pattern-esc` it is the DECODED\n"	1	1	src/parse/rxt_source.c
STR	"# tree from syntax alone selects\n"	1	1	src/parse/schema_dump.c
STR	"# unit: the quantity's dimension, or empty for a dimensionless\n"	1	1	src/parse/limits_dump.c
STR	"# validated_by: pcrec | all-readers (pcrec, tests/harness/run.sh\n"	1	1	src/parse/schema_dump.c
STR	"# value: the value shape (none/token/int/line/prose/list/pair/\n"	1	1	src/parse/schema_dump.c
STR	"# wave-built: %d\n"	1	1	src/parse/schema_dump.c
STR	"# wave-reserved: %d\n"	1	1	src/parse/schema_dump.c
STR	"# wave: which delivery introduces the kind. A row whose wave is\n"	1	1	src/parse/schema_dump.c
STR	"# where a family is the rows sharing a key and a row's key is\n"	1	1	src/parse/syntax_dump.c
STR	"#axis\torder\tcandidate\tkind\tstamp_macro\tstamp_value\tdeny_macro\t"	1	1	src/parse/axes_dump.c
STR	"#define "	1	1	src/gen/emit_vm.c
STR	"#define %s_%-24s %d\n"	1	1	src/gen/emit_vm.c
STR	"#define %s_ALTCLS_FACTORED %d\n"	1	1	src/gen/emit_dfa.c
STR	"#define %s_ALTCLS_MERGES %d\n"	1	1	src/gen/emit_dfa.c
STR	"#define %s_BUFFER_ALIGN %d\n\n"	1	1	src/gen/emit_dfa.c
STR	"#define %s_CALL_TOP_NONE ((size_t)-1)\n\n"	1	1	src/gen/emit_vm.c
STR	"#define %s_CHARGE_WORK(n_) do {                                    \\\n"	1	1	src/gen/emit_vm.c
STR	"#define %s_DFA_MATCH \"%s\"\n"	1	1	src/gen/emit_dfa.c
STR	"#define %s_DFA_PREFILTER \"%s\"\n"	1	1	src/gen/emit_dfa.c
STR	"#define %s_DFA_PREFILTER_OFFSETS \""	1	1	src/gen/emit_dfa.c
STR	"#define %s_DFA_SCAN \"%s\"\n"	1	1	src/gen/emit_dfa.c
STR	"#define %s_DFA_SCAN_EDGE \"%s\"\n"	1	1	src/gen/emit_dfa.c
STR	"#define %s_DFA_START \"%s\"\n"	1	1	src/gen/emit_dfa.c
STR	"#define %s_DFA_TABLE \"%s\"\n"	1	1	src/gen/emit_dfa.c
STR	"#define %s_DFA_UNIFORM_FOLDS %d\n"	1	1	src/gen/emit_dfa.c
STR	"#define %s_ENGINE \"%s\"\n"	1	1	src/gen/emit_dfa.c
STR	"#define %s_ENGINE_SEL \"%s\"\n"	1	1	src/gen/emit_dfa.c
STR	"#define %s_FAST_FRAMES %lld\n"	1	1	src/gen/emit_vm.c
STR	"#define %s_FAST_TRAIL %lld\n"	1	1	src/gen/emit_vm.c
STR	"#define %s_MAX_EMIT_CODE_BYTES %llu\n"	1	1	src/gen/emit_vm.c
STR	"#define %s_NCAPS %d\n"	1	1	src/gen/emit_dfa.c
STR	"#define %s_NSLOTS %d\n"	1	1	src/gen/emit_vm.c
STR	"#define %s_PRUNE_CLAMP_SPAN(p_, mr_, w_) \\\n"	1	1	src/gen/emit_vm.c
STR	"#define %s_PRUNE_TOO_SHORT(p_, mr_) \\\n"	1	1	src/gen/emit_vm.c
STR	"#define %s_PUSH(id_, lbl_, p_) do {                           \\\n"	1	1	src/gen/emit_vm.c
STR	"#define %s_PUSH(lbl_, p_) do {                                \\\n"	1	1	src/gen/emit_vm.c
STR	"#define %s_RESUME_FRAMES %lld\n"	1	1	src/gen/emit_dfa.c
STR	"#define %s_RESUME_FRAME_SIZE %d\n"	1	1	src/gen/emit_dfa.c
STR	"#define %s_R_FRAMES  ((ptrdiff_t)PCREC_ERR_FRAMES)\n"	1	1	src/gen/emit_vm.c
STR	"#define %s_R_INTERNAL ((ptrdiff_t)PCREC_ERR_INTERNAL)\n\n"	1	1	src/gen/emit_vm.c
STR	"#define %s_R_RECURSE ((ptrdiff_t)PCREC_ERR_RECURSE)\n"	1	1	src/gen/emit_vm.c
STR	"#define %s_R_STEPS   ((ptrdiff_t)PCREC_ERR_STEPS)\n"	1	1	src/gen/emit_vm.c
STR	"#define %s_R_WORK    ((ptrdiff_t)PCREC_ERR_WORK)\n"	1	1	src/gen/emit_vm.c
STR	"#define %s_STARTPOS_GUARD \"%s\"\n"	1	1	src/gen/emit_dfa.c
STR	"#define %s_STEP_BUDGET %lldLL\n"	1	1	src/gen/emit_vm.c
STR	"#define %s_TIER_NOTE() %s_tier_escalated()\n"	1	1	src/gen/emit_vm.c
STR	"#define %s_TIER_NOTE() ((void)0)\n"	1	1	src/gen/emit_vm.c
STR	"#define %s_TRACE 1\n"	1	1	src/gen/emit_vm.c
STR	"#define %s_TRAIL_FRAMES %lld\n"	1	1	src/gen/emit_dfa.c
STR	"#define %s_TRAIL_FRAME_SIZE %d\n"	1	1	src/gen/emit_dfa.c
STR	"#define %s_TUNE \"%s\"\n"	1	1	src/gen/emit_dfa.c
STR	"#define %s_UNROLL_K %d\n"	1	1	src/gen/emit_vm.c
STR	"#define %s_UNROLL_K_WHY \"%s\"\n"	1	1	src/gen/emit_vm.c
STR	"#define %s_VM_ALT_ISLANDS %lld\n"	1	1	src/gen/emit_vm.c
STR	"#define %s_VM_CALL_LINKED %lld\n"	1	1	src/gen/emit_vm.c
STR	"#define %s_VM_CALL_SPLICED %lld\n"	1	1	src/gen/emit_vm.c
STR	"#define %s_VM_CLS_FOLDS %d\n"	1	1	src/gen/emit_vm.c
STR	"#define %s_VM_ENTRY_SHAPE \"%s\"\n"	1	1	src/gen/emit_vm.c
STR	"#define %s_VM_FRAMELESS %d\n"	1	1	src/gen/emit_vm.c
STR	"#define %s_VM_PREFILTER \"%s\"\n"	1	1	src/gen/emit_vm.c
STR	"#define %s_VM_PREFILTER_LANG \"%s\"\n"	1	1	src/gen/emit_vm.c
STR	"#define %s_VM_PREFILTER_LANG_WHY \"exact\"\n"	1	1	src/gen/emit_vm.c
STR	"#define %s_VM_PREFILTER_LANG_WHY \"forced\"\n"	1	1	src/gen/emit_vm.c
STR	"#define %s_VM_PROGRAM_BYTES %lluULL\n"	1	1	src/gen/emit_vm.c
STR	"#define %s_VM_PRUNES 0x%xu\n"	1	1	src/gen/emit_vm.c
STR	"#define %s_VM_PRUNE_CEILING \"%s\"\n"	1	1	src/gen/emit_vm.c
STR	"#define %s_VM_ROOT_MINW %lluULL\n"	1	1	src/gen/emit_vm.c
STR	"#define %s_VM_RUNGS 0x%xu\n"	1	1	src/gen/emit_vm.c
STR	"#define %s_VM_STRATS 0x%xu\n"	1	1	src/gen/emit_vm.c
STR	"#define %s_WORK_BUDGET %lldLL\n"	1	1	src/gen/emit_vm.c
STR	"#define PCREC_ENGINE_DFA 1\n"	1	1	src/gen/emit_dfa.c
STR	"#define PCREC_ENGINE_VM  2\n"	1	1	src/gen/emit_dfa.c
STR	"#define PCREC_ERR_FLOOR   (-5)  /* give-ups: [FLOOR,-2]; "	1	1	src/gen/emit_dfa.c
STR	"#define PCREC_ERR_FRAMES  (-3)\n"	1	1	src/gen/emit_dfa.c
STR	"#define PCREC_ERR_INTERNAL (-6)  /* [DD-14] below PCREC_ERR_FLOOR: "	1	1	src/gen/emit_dfa.c
STR	"#define PCREC_ERR_RECURSE (-5)  /* [DD-14] reserved: no producer "	1	1	src/gen/emit_dfa.c
STR	"#define PCREC_ERR_STARTPOS (-7)  /* [K50] below PCREC_ERR_FLOOR: "	1	1	src/gen/emit_dfa.c
STR	"#define PCREC_ERR_STEPS   (-2)\n"	1	1	src/gen/emit_dfa.c
STR	"#define PCREC_ERR_WORK    (-4)\n"	1	1	src/gen/emit_dfa.c
STR	"#define PCREC_FEATURE_MODULES \"%s\"\n"	1	1	src/gen/emit_dfa.c
STR	"#define PCREC_FEATURE_SET \"%s\"\n"	1	1	src/gen/emit_dfa.c
STR	"#define PCREC_RX_ABI_H\n"	1	1	src/gen/emit_dfa.c
STR	"#define PCREC_UNSET ((ptrdiff_t)-1)\n"	1	1	src/gen/emit_dfa.c
STR	"#define PCREC_VM_PRUNE_CLAMPED         0x1u\n"	1	1	src/gen/emit_dfa.c
STR	"#define PCREC_VM_PRUNE_UNCLAMPED       0x2u\n"	1	1	src/gen/emit_dfa.c
STR	"#define PCREC_VM_RUNG_COUNTER          0x10u\n"	1	1	src/gen/emit_dfa.c
STR	"#define PCREC_VM_RUNG_CURSOR           0x1u\n"	1	1	src/gen/emit_dfa.c
STR	"#define PCREC_VM_RUNG_FRAMES_BOUNDED   0x2u\n"	1	1	src/gen/emit_dfa.c
STR	"#define PCREC_VM_RUNG_FRAMES_UNBOUNDED 0x4u\n"	1	1	src/gen/emit_dfa.c
STR	"#define PCREC_VM_RUNG_REVDET           0x8u\n"	1	1	src/gen/emit_dfa.c
STR	"#define PCREC_VM_STRAT_BACKTRACKING    0x2u\n"	1	1	src/gen/emit_dfa.c
STR	"#define PCREC_VM_STRAT_POSSESSIVE      0x1u\n"	1	1	src/gen/emit_dfa.c
STR	"#else\n"	1	1	src/gen/emit_vm.c
STR	"#endif /* PCREC_RX_ABI_H */\n"	1	1	src/gen/emit_dfa.c
STR	"#endif\n\n"	1	1	src/gen/emit_vm.c
STR	"#if __has_attribute(noclone)\n"	1	1	src/gen/emit_dfa.c
STR	"#ifdef %s_TEST_TIER_HOOK\n"	1	1	src/gen/emit_vm.c
STR	"#ifndef PCREC_GEN_%s_H\n#define PCREC_GEN_%s_H\n\n"	1	1	src/gen/emit_dfa.c
STR	"#ifndef PCREC_RX_ABI_H\n"	1	1	src/gen/emit_dfa.c
STR	"#ifndef __has_attribute\n"	1	1	src/gen/emit_dfa.c
STR	"#include <stdio.h>\n"	1	1	src/gen/emit_vm.c
STR	"#include <stdio.h>\n#include <string.h>\n"	1	1	src/gen/emit_dfa.c
STR	"#include <string.h>\n"	1	1	src/gen/emit_dfa.c
STR	"#include \"%s\"\n"	1	1	src/gen/emit_dfa.c
STR	"#kind\tselector\tsyntax\tmodule\tfeature\tflavours\tengines"	1	1	src/parse/syntax_dump.c
STR	"#kind\tselector\tsyntax\torder\tpredicate\tdefinition\tapplies\n"	1	1	src/parse/syntax_dump.c
STR	"#line\tblock_line\tblock_name\tconsumer\tdepth\tkey\tvalue"	1	1	src/parse/rxt_source.c
STR	"#line\tblock_line\tblock_name\tkind\tunder\tstartpos"	1	1	src/parse/rxt_source.c
STR	"#line\tblock_line\tblock_name\tsource\turl\tref\tretrieved"	1	1	src/parse/rxt_source.c
STR	"#line\tblock_line\tblock_name\ttestee\tkind\ttext\tgroups"	1	1	src/parse/rxt_source.c
STR	"#name\tvalue\tunit\tkind\toverride\tanchor\tdesc\n"	1	1	src/parse/limits_dump.c
STR	"#scope\tkind\tvalue\topens_group\tchildren\tcardinality"	1	1	src/parse/schema_dump.c
STR	"#section %s\n"	1	1	src/parse/rxt_source.c
STR	"#section schema\n"	1	1	src/parse/schema_dump.c
STR	"#section surface\n"	1	1	src/parse/schema_dump.c
STR	"#surface\tscope\tkind\treason\n"	1	1	src/parse/schema_dump.c
STR	"#syntax\tmodule\tengines\tstatus\tbuilt\tnmembers\tmembers\n"	1	1	src/parse/syntax_dump.c
STR	"#table\tname\tforms\tunknown\troadmap\tquantifiable\n"	1	1	src/parse/syntax_dump.c
STR	"#undef %s_TRAIL\n#undef %s_SET\n#undef %s_PUSH\n\n"	1	1	src/gen/emit_vm.c
STR	"$ end of subject, or before a final newline"	1	1	src/gen/emit_vm.c
STR	"$"	1	1	src/parse/registry.c
STR	"$0 whole match"	1	1	src/gen/emit_vm.c
STR	"%.*s\x01%.*s\x01%.*s\x01%.*s"	1	1	src/parse/rxt_source.c
STR	"%c"	1	1	src/gen/emit_vm.c
STR	"%d is not in the call graph"	1	1	src/gen/emit_vm.c
STR	"%d reserved %d save slots and needs %d — the "	1	1	src/gen/emit_vm.c
STR	"%d rounds"	1	1	src/opt/callgraph.c
STR	"%d trie nodes, depth %d, %lld try site%s, "	1	1	src/gen/emit_vm.c
STR	"%d); delivery needs the callee inlined AT THE SITE so "	1	1	src/opt/callgraph.c
STR	"%d\n"	1	1	cli/main.c
STR	"%lld + (%s)"	1	1	src/gen/emit_vm.c
STR	"%lld resume point%s; size est %lld B vs the "	1	1	src/gen/emit_vm.c
STR	"%lld times (limit %d). A body containing an alternation is "	1	1	src/gen/emit_vm.c
STR	"%lld"	1	1	src/gen/emit_vm.c
STR	"%llu), which gcc cannot compile in reasonable time. "	1	1	src/core/compile.c
STR	"%s                          %s_%s_byte_class[subject[search_from - 1]])\n"	1	1	src/gen/emit_dfa.c
STR	"%s                          : subject_length - 1;\n"	1	1	src/gen/emit_dfa.c
STR	"%s                 : %s_%s_accepts(%s%s))"	1	1	src/gen/emit_dfa.c
STR	"%s               %s_%s_view_live(%s_%s_eol_view, %s_%s_row(%s))) {\n"	1	1	src/gen/emit_dfa.c
STR	"%s            %s = %s_%s_view_take(%s_%s_end_view, %s_%s_row(%s));\n"	1	1	src/gen/emit_dfa.c
STR	"%s            %s = %s_%s_view_take(%s_%s_eol_view, %s_%s_row(%s));\n"	1	1	src/gen/emit_dfa.c
STR	"%s           && "	1	1	src/gen/emit_dfa.c
STR	"%s        %s = %d;\n"	1	1	src/gen/emit_dfa.c
STR	"%s        %s = %s;   // the run stopped inside the edge\n"	1	1	src/gen/emit_dfa.c
STR	"%s        %s = %s_%s_view_take(%s_%s_eol_view, %s_%s_row(%s));\n"	1	1	src/gen/emit_dfa.c
STR	"%s        const void *q = memchr(subject + scan_position, %d,"	1	1	src/gen/emit_dfa.c
STR	"%s        else if (%s_%s_view_live(%s_%s_eol_view, %s_%s_row(%s)))\n"	1	1	src/gen/emit_dfa.c
STR	"%s        if (%s_%s_view_live(%s_%s_end_view, %s_%s_row(%s)))\n"	1	1	src/gen/emit_dfa.c
STR	"%s        scan_position = cand;\n"	1	1	src/gen/emit_dfa.c
STR	"%s        scan_position = q ? (size_t)((const unsigned char *)q - subject)\n"	1	1	src/gen/emit_dfa.c
STR	"%s        scan_position = subject_length - 1;\n"	1	1	src/gen/emit_dfa.c
STR	"%s     (%s + 1 == subject_length && subject[%s] == '\\n')))\n"	1	1	src/gen/emit_dfa.c
STR	"%s    "	1	1	src/gen/emit_dfa.c
STR	"%s    %s = %s;   // every position the run passed accepts\n"	1	1	src/gen/emit_dfa.c
STR	"%s    %s = %s_%s_step(%s%s, %s_class);\n"	1	1	src/gen/emit_dfa.c
STR	"%s    %s = %s_%s_view_take(%s_%s_end_view, %s_%s_row(%s));\n"	1	1	src/gen/emit_dfa.c
STR	"%s    %s = %s_%s_view_take(%s_%s_eol_view, %s_%s_row(%s));\n"	1	1	src/gen/emit_dfa.c
STR	"%s    %s_%s_view_live(%s_%s_end_view, %s_%s_row(%s)))\n"	1	1	src/gen/emit_dfa.c
STR	"%s    %s_%s_view_live(%s_%s_eol_view, %s_%s_row(%s)) &&\n"	1	1	src/gen/emit_dfa.c
STR	"%s    (%s == subject_length ||\n"	1	1	src/gen/emit_dfa.c
STR	"%s    break;\n%s}\n"	1	1	src/gen/emit_dfa.c
STR	"%s    const void *q = memchr(subject + scan_position, %d,"	1	1	src/gen/emit_dfa.c
STR	"%s    goto %s;\n"	1	1	src/gen/emit_dfa.c
STR	"%s    if (!%s_%s_is_stop(%s)) continue;   // the generic path\n"	1	1	src/gen/emit_dfa.c
STR	"%s    if (!q) return 0;\n"	1	1	src/gen/emit_dfa.c
STR	"%s    if (%s == subject_length) {\n"	1	1	src/gen/emit_dfa.c
STR	"%s    if (%s_%s_accepts(%s%s)) %s = %s;\n"	1	1	src/gen/emit_dfa.c
STR	"%s    if (%s_%s_accepts_class(%s_%s_is_accepting_by_class, %s, %s_class))"	1	1	src/gen/emit_dfa.c
STR	"%s    if (cand < subject_length) {\n"	1	1	src/gen/emit_dfa.c
STR	"%s    if (cand >= subject_length) return 0;\n"	1	1	src/gen/emit_dfa.c
STR	"%s    if (scan_position + 1 < subject_length) {\n"	1	1	src/gen/emit_dfa.c
STR	"%s    if (scan_run_length == %dUL) {\n"	1	1	src/gen/emit_dfa.c
STR	"%s    if (search_from"	1	1	src/gen/emit_dfa.c
STR	"%s    scan_position = (size_t)((const unsigned char *)q - subject);\n"	1	1	src/gen/emit_dfa.c
STR	"%s    scan_position = cand;\n"	1	1	src/gen/emit_dfa.c
STR	"%s    unsigned %s_class = %s_%s_byte_class[%s];\n"	1	1	src/gen/emit_dfa.c
STR	"%s    unsigned long scan_run_length = 1;\n"	1	1	src/gen/emit_dfa.c
STR	"%s    while (%s && "	1	1	src/gen/emit_dfa.c
STR	"%s    while (%s && scan_run_length < %dUL\n"	1	1	src/gen/emit_dfa.c
